FileName;Image width [pix];Image height [pix];Block size N;Relative share hemorrhage;Relative share scar;Relative share necrosis;Relative share squeezed tissue;Relative share preexisting brain parenchyme;Relative share tumor;Relative share background;Area total [mm²];Area hemorrhage [mm²];Area scar [mm²];Area necrosis [mm²];Area squeezed tissue [mm²];Area preexisting brain parenchyme [mm²];Area tumor [mm²];Area background [mm²];Mean Nuclei # Necrosis;Mean Nuclei # Tumor;Mean Nuclei # Whole;Mean Nuclei # Scars;Mean Nuclei # Preexisting;Mean AVG Area Necrosis;Mean AVG Area Tumor;Mean AVG Area Whole;Mean AVG Area Scars;Mean AVG Area Preexisting;Mean STD Area Necrosis;Mean STD Area Tumor;Mean STD Area Whole;Mean STD Area Scars;Mean STD Area Preexisting;Mean COV Area Necrosis;Mean COV Area Tumor;Mean COV Area Whole;Mean COV Area Scars;Mean COV Area Preexisting;Mean AVG Eccentricity Necrosis;Mean AVG Eccentricity Tumor;Mean AVG Eccentricity Whole;Mean AVG Eccentricity Scars;Mean AVG Eccentricity Preexisting;Mean STD Eccentricity Necrosis;Mean STD Eccentricity Tumor;Mean STD Eccentricity Whole;Mean STD Eccentricity Scars;Mean STD Eccentricity Preexisting;Mean COV Eccentricity Necrosis;Mean COV Eccentricity Tumor;Mean COV Eccentricity Whole;Mean COV Eccentricity Scars;Mean COV Eccentricity Preexisting;Median Nuclei # Necrosis;Median Nuclei # Tumor;Median Nuclei # Whole;Median Nuclei # Scars;Median Nuclei # Preexisting;Median AVG Area Necrosis;Median AVG Area Tumor;Median AVG Area Whole;Median AVG Area Scars;Median AVG Area Preexisting;Median STD Area Necrosis;Median STD Area Tumor;Median STD Area Whole;Median STD Area Scars;Median STD Area Preexisting;Median COV Area Necrosis;Median COV Area Tumor;Median COV Area Whole;Median COV Area Scars;Median COV Area Preexisting;Median AVG Eccentricity Necrosis;Median AVG Eccentricity Tumor;Median AVG Eccentricity Whole;Median AVG Eccentricity Scars;Median AVG Eccentricity Preexisting;Median STD Eccentricity Necrosis;Median STD Eccentricity Tumor;Median STD Eccentricity Whole;Median STD Eccentricity Scars;Median STD Eccentricity Preexisting;Median COV Eccentricity Necrosis;Median COV Eccentricity Tumor;Median COV Eccentricity Whole;Median COV Eccentricity Scars;Median COV Eccentricity Preexisting;Mode Nuclei # Necrosis;Mode Nuclei # Tumor;Mode Nuclei # Whole;Mode Nuclei # Scars;Mode Nuclei # Preexisting;Mode AVG Area Necrosis;Mode AVG Area Tumor;Mode AVG Area Whole;Mode AVG Area Scars;Mode AVG Area Preexisting;Mode STD Area Necrosis;Mode STD Area Tumor;Mode STD Area Whole;Mode STD Area Scars;Mode STD Area Preexisting
N1222-10;22528;24960;160;0.018368219;0.019738058;0.191106269;0;0;0.294444145;0.476343309;467.6887196;8.59060885;9.231267152;89.37824625;0;0;137.7082052;222.7803922;1505.626664;4091.312506;2925.617661;2855.368065;-1;21.29313168;31.15641339;26.98429135;28.65897336;-1;12.45177648;19.07255918;16.34283628;18.28105022;-1;0.556909695;0.609889841;0.59060572;0.632756749;-1;0.690192559;0.707953922;0.701782993;0.727463473;-1;0.129164821;0.149174536;0.141013549;0.146786073;-1;0.189225847;0.21157771;0.20216551;0.20304674;-1;892.3268458;4226.811375;3076.179389;2770.909679;-1;20.38995953;31.27987246;27.99793883;28.46148754;-1;11.65426421;18.70679533;16.69216109;17.70673872;-1;0.574128481;0.599267062;0.594515903;0.621654224;-1;0.699141694;0.708409873;0.706811108;0.728808872;-1;0.135222636;0.14926454;0.145061115;0.145871695;-1;0.191024779;0.210942292;0.204466375;0.201304789;-1;230;4600;4600;2900;-1;18;31;31;27;-1;11;17;17;18;-1
N1225-11;25600;25152;160;0.002681961;0;0.076163207;0.001627801;0.083102628;0.468834371;0.367590031;535.5526423;1.436331228;0;40.78940696;0.871773343;44.50583211;251.0854864;196.8638122;1506.060717;3433.501386;2970.308009;-1;1777.121187;28.78029201;43.63200497;41.12990853;-1;38.0453139;18.67776253;25.61071845;24.42748616;-1;22.08114133;0.633910042;0.581431429;0.589007402;-1;0.574492851;0.697297461;0.711091099;0.70444698;-1;0.673307562;0.140030733;0.150324406;0.15004843;-1;0.156427647;0.202887374;0.212312307;0.21423994;-1;0.233925685;1174.114271;3475.378241;3099.661675;-1;1737.689121;27.36518122;43.72125816;41.12240188;-1;38.94518965;17.78113322;25.27630277;24.01379949;-1;22.24714969;0.640178815;0.574989564;0.580906557;-1;0.568930685;0.702579751;0.714251875;0.709034765;-1;0.672869182;0.14112587;0.149910959;0.149911329;-1;0.155658657;0.199690134;0.210364596;0.211556054;-1;0.231478698;330;3900;3100;-1;1500;24;40;41;-1;41;21;23;23;-1;23
N1236-14;24576;24832;160;0.003081391;0;0.255271663;0;0.007698095;0.385713885;0.348234966;507.5894356;1.564081284;0;129.5731991;0;3.907471763;195.7842934;176.7603901;2062.101769;4614.985736;3523.748309;-1;1460.476167;23.82451618;39.4714;32.95480576;-1;30.38645367;12.79729163;24.99266511;19.92005014;-1;17.25054295;0.52416319;0.628088535;0.58574489;-1;0.565250711;0.659127359;0.702304425;0.68583564;-1;0.760812442;0.144683113;0.154518378;0.150385925;-1;0.133108642;0.222073299;0.220693562;0.220824654;-1;0.176916825;1268.043412;4837.350795;4085.917662;-1;1315.007983;23.82885701;39.71358331;33.339072;-1;29.30107188;12.71409092;24.37193458;19.90626007;-1;16.03111179;0.547804018;0.612536347;0.592434119;-1;0.542870816;0.665237277;0.703661154;0.693456656;-1;0.759372892;0.152649545;0.154250104;0.153599688;-1;0.131032235;0.227123314;0.219160654;0.22086004;-1;0.171043166;94;5400;5400;-1;1300;26;41;38;-1;29;12;25;23;-1;14
N1248-06;25600;23104;160;0.026615296;0.063884477;0.000815616;0.035233957;0.00614235;0.296902241;0.570406063;491.9453024;13.09326997;31.42766828;0.401238296;17.33317982;3.021700168;146.0596627;280.6085832;5823.606783;5511.927714;4981.30755;2962.458284;2841.152341;29.54275519;45.59694284;42.7829135;31.97661615;32.75837673;21.31067511;29.96617588;28.13461774;20.98564932;20.69354294;0.725230462;0.655439994;0.653983827;0.644856472;0.624448711;0.721978936;0.730482046;0.72838906;0.721137819;0.693731719;0.134521141;0.147238519;0.148056309;0.151307863;0.150417254;0.18685072;0.202092588;0.203936891;0.210907371;0.218200745;5823.606783;5682.71307;5260.031933;2864.838821;2864.838821;28.76542712;45.264384;43.05979593;30.75084816;32.28989721;20.68265805;29.47845373;28.05152064;19.54881306;18.87607967;0.733766904;0.649422845;0.647980289;0.637530899;0.584566926;0.726526962;0.730933518;0.729562631;0.72238989;0.694682958;0.130887321;0.14680497;0.14738396;0.151250351;0.147543253;0.176096813;0.200992853;0.202171687;0.209924525;0.211252969;5400;6200;6200;2300;3100;23;43;43;29;29;18;30;28;20;18
N1254-06;23552;23104;160;0.01145707;0;0.000656727;0;0;0.451462277;0.536423926;452.5896782;5.1853516;0;0.297227877;0;0;204.3271668;242.779932;4052.37154;5546.862319;5545.58546;-1;-1;27.53880865;37.84924273;37.83983503;-1;-1;17.75843304;23.10400906;23.10104241;-1;-1;0.646232863;0.608832636;0.608915177;-1;-1;0.708665623;0.717289482;0.717289904;-1;-1;0.137104728;0.150568797;0.150556805;-1;-1;0.193966831;0.210334127;0.210317296;-1;-1;4790.386225;5682.71307;5682.71307;-1;-1;27.52094118;38.20236588;38.19712618;-1;-1;18.06214452;23.06693414;23.06232853;-1;-1;0.655654248;0.605139169;0.605152081;-1;-1;0.703497348;0.717497119;0.71749025;-1;-1;0.137245554;0.150276634;0.150267272;-1;-1;0.187364417;0.209708726;0.209694928;-1;-1;1100;6200;6200;-1;-1;31;38;38;-1;-1;18;24;24;-1;-1
N1261-10;24576;24384;160;0.011253929;0;0;0.018328247;0.09448935;0.489456963;0.386471511;498.4318942;5.609317301;0;0;9.135382872;47.09650591;243.9609611;192.6297271;-1;4437.776742;3954.058261;-1;1699.704051;-1;41.02451388;41.2229006;-1;42.28201431;-1;26.27262305;26.02685449;-1;24.81403955;-1;0.638349608;0.628616019;-1;0.579499562;-1;0.691975187;0.682229559;-1;0.635691516;-1;0.155368427;0.158900481;-1;0.175577548;-1;0.225729995;0.234896702;-1;0.278487031;-1;4555.56337;3945.02395;-1;1643.759979;-1;40.72691576;40.91202198;-1;41.91395657;-1;25.68122163;25.38712805;-1;23.96515057;-1;0.627749569;0.620671884;-1;0.566499152;-1;0.695870563;0.688779531;-1;0.636768763;-1;0.154671433;0.157127325;-1;0.175719229;-1;0.222639485;0.22834606;-1;0.27562773;-1;6200;6200;-1;1500;-1;41;40;-1;38;-1;22;22;-1;22
N1275-15B;20480;22656;160;0.004146617;0;0.008102273;0.017724959;0;0.552944233;0.417081919;385.9249575;1.600282942;0;3.126869206;6.840503862;0;213.3949796;160.9623219;4277.273307;6148.063178;6130.222211;-1;-1;44.24139505;54.21355592;54.04531835;-1;-1;30.57531882;37.13662381;37.02726995;-1;-1;0.691584948;0.678059322;0.67834273;-1;-1;0.739532571;0.739341754;0.739352279;-1;-1;0.138897502;0.141229797;0.141195449;-1;-1;0.188239151;0.191291884;0.191243654;-1;-1;4672.974798;6199.323349;6199.323349;-1;-1;41.7417104;55.09103925;54.94967353;-1;-1;28.90035543;36.70218902;36.58090169;-1;-1;0.687544956;0.671541235;0.671668392;-1;-1;0.737729468;0.739776152;0.739752088;-1;-1;0.138210647;0.140881455;0.140838441;-1;-1;0.18811212;0.190320272;0.190273961;-1;-1;5900;6200;6200;-1;-1;38;57;57;-1;-1;23;38;38;-1;-1
N1277-10;22528;24832;160;0.011709072;0.016743922;0.262581842;0.004681166;0;0.317065689;0.387218309;465.290316;5.448117828;7.79078469;122.1767883;2.178101321;0;147.5275944;180.1689294;1191.82961;4511.766948;2892.620082;2181.609013;-1;21.62787033;38.30455926;30.55848179;32.70526995;-1;11.88824928;24.39478713;18.60999406;20.74748615;-1;0.524540181;0.632026054;0.583848154;0.634932784;-1;0.690064919;0.721485284;0.708809852;0.750550359;-1;0.12352351;0.149279102;0.137677152;0.141777232;-1;0.181128169;0.207690316;0.195383218;0.189698891;-1;563.57485;4837.350795;2723.945108;2042.958831;-1;20.654976;38.0938752;29.942784;32.7117358;-1;11.15677474;24.28754195;18.1001029;20.11239062;-1;0.550610754;0.625422532;0.60416295;0.620088568;-1;0.69736071;0.721286341;0.715059024;0.74977348;-1;0.131330804;0.149346352;0.144175385;0.140999888;-1;0.186247737;0.207172133;0.200327304;0.18736989;-1;190;6200;190;1500;-1;19;44;28;35;-1;11;28;16;19;-1
N1281-11;29696;27008;160;0.003169747;0;0.000228891;0.009685529;0.083700438;0.335086872;0.568128523;667.083281;2.114485381;0;0.152689068;6.461054763;55.83516269;223.5308498;378.9890393;4602.527941;4865.868603;4174.1332;-1;1705.893834;38.66771691;42.79721024;40.46081739;-1;32.43880873;25.56203009;27.53795944;25.39352582;-1;17.76381241;0.658583778;0.640244338;0.620729686;-1;0.546049731;0.729052026;0.728821765;0.715693547;-1;0.667498693;0.139371937;0.146518316;0.14835361;-1;0.154861324;0.191154641;0.201628603;0.208578094;-1;0.233722037;4602.527941;5072.17365;4743.421654;-1;1596.795408;38.66771691;43.0405632;40.52211473;-1;32.57341619;25.56203009;27.50249032;25.39548272;-1;17.15874922;0.658583778;0.635883065;0.62239597;-1;0.53348214;0.729052026;0.730778301;0.724595232;-1;0.668049902;0.139371937;0.145910763;0.146909903;-1;0.153863923;0.191154641;0.199829683;0.203188389;-1;0.230635981;4400;5400;5400;-1;1500;34;45;39;-1;33;22;28;24;-1;16
N1290-12;27648;25152;160;0.013258927;0;0.008914738;0.019077125;0.202486656;0.433703403;0.322559151;578.3968536;7.668921718;0;5.156256363;11.03414879;117.1176447;250.8526837;186.5671983;2834.771556;2929.302136;2375.035565;-1;1275.502025;21.62874866;29.48749358;29.36179193;-1;29.60344797;12.40402717;16.03393545;16.19444833;-1;16.74457303;0.568177665;0.543431275;0.548482244;-1;0.556898361;0.684456987;0.70512688;0.695407266;-1;0.676328063;0.148210492;0.149251443;0.151202331;-1;0.155507704;0.217349951;0.212602142;0.219026161;-1;0.232380691;2817.87425;3052.697104;2536.086825;-1;1174.114271;21.30848914;29.50145045;29.19063455;-1;28.949312;12.00666803;15.87691307;15.68630037;-1;15.35972001;0.570533792;0.534544039;0.536655333;-1;0.54124193;0.681910478;0.706645141;0.699212904;-1;0.675460303;0.147878553;0.148554371;0.149968724;-1;0.154346827;0.21778118;0.210396698;0.21465419;-1;0.22865539;1500;3100;3100;-1;1500;22;30;29;-1;29;12;16;15;-1;13
N1317-10;22528;21376;160;0.012874024;0;0.03207634;0.001931639;0.137253852;0.466635611;0.349228534;400.5334163;5.156476775;0;12.84764598;0.773685774;54.9747543;186.9031555;139.877698;2340.105445;2815.025718;2453.275618;-1;1271.473629;23.27283385;29.15532431;30.57165186;-1;36.12182548;13.82061275;15.91911629;17.44196128;-1;22.44759554;0.557177036;0.536722149;0.55858657;-1;0.618766205;0.679921888;0.656678362;0.662923885;-1;0.675378235;0.13304057;0.15866352;0.157039088;-1;0.156887457;0.196428451;0.243717484;0.238963652;-1;0.234078074;1737.689121;2395.193112;2113.405687;-1;1221.078842;23.03392098;28.4823858;29.83435151;-1;36.04224;14.11516374;14.8728661;16.46413459;-1;22.08783686;0.604954114;0.527583212;0.549240461;-1;0.611563206;0.68948628;0.65676052;0.66497704;-1;0.677008353;0.146236796;0.157324138;0.156494896;-1;0.155995325;0.208583141;0.238641886;0.235193496;-1;0.231597986;0;2300;2300;-1;1500;17;28;28;-1;36;0;13;13;-1;21
N1336-14;22528;23040;160;0.002383284;0.069369815;0.013353215;0;0.01060414;0.41299919;0.491290356;431.7126643;1.028893944;29.9478277;5.764751956;0;4.577941433;178.2969806;212.0962687;1770.955692;4759.713176;4244.491107;2370.358817;1535.943464;27.53288381;41.40739969;38.54714202;25.12858512;39.46190513;18.77579295;29.46979492;27.16475064;16.41200813;26.81438489;0.677978387;0.707089094;0.697077489;0.647787874;0.681709005;0.712965818;0.74974766;0.743769001;0.71969118;0.719166954;0.140459542;0.14259134;0.142432271;0.141431029;0.144498074;0.198330897;0.190765003;0.192244692;0.197650303;0.202608511;1455.901696;4931.279937;4508.5988;2301.263971;1455.901696;26.61695051;41.31256755;38.50732255;24.84424384;39.66636218;17.91887317;29.21251481;26.89218985;15.88527159;26.66084988;0.672198648;0.703025766;0.695346074;0.644833198;0.673512752;0.713754635;0.750534673;0.746193797;0.721214231;0.721797055;0.138316593;0.141998966;0.141789842;0.139494302;0.143597164;0.191742878;0.189290496;0.190101656;0.193810752;0.19866041;1500;5400;5400;2300;1500;24;44;35;25;42;19;30;24;16;30
N1344-12;20480;17472;160;0;0;0.258755949;0.028289518;0;0.110674666;0.602279867;297.6200943;0;0;77.01096986;8.41952909;0;32.93900452;179.2505909;3744.689364;5545.968323;4195.111815;-1;-1;50.0099674;79.62584498;57.21621464;-1;-1;46.07774501;63.05082647;50.13124185;-1;-1;0.794249487;0.775054854;0.792174268;-1;-1;0.720891175;0.727919825;0.723037358;-1;-1;0.140303643;0.142304197;0.140825817;-1;-1;0.195177443;0.195817008;0.195258797;-1;-1;3945.02395;5541.819358;4696.457083;-1;-1;37.57417665;77.92131306;43.74410606;-1;-1;29.03185674;59.57276291;34.17133412;-1;-1;0.771755771;0.753076326;0.768467649;-1;-1;0.724596162;0.727570736;0.726038741;-1;-1;0.140948735;0.141633409;0.141186073;-1;-1;0.194211824;0.194793683;0.194233798;-1;-1;5400;5400;5400;-1;-1;32;110;110;-1;-1;32;110;32;-1;-1
N1351-09;24576;24960;160;0.004221536;0;0.011738753;0;0.03658965;0.620537704;0.326912357;510.205876;2.153852656;0;5.989180608;0;18.66825454;316.6019829;166.7926053;3598.775349;3035.961632;2971.488557;-1;1328.234978;35.82816071;39.48549778;39.03761706;-1;31.51355374;21.31734494;22.79880227;22.60297533;-1;17.982849;0.592293889;0.570196357;0.572106995;-1;0.570859292;0.696531844;0.698655477;0.697842256;-1;0.67723733;0.147303715;0.150870546;0.150935633;-1;0.154353969;0.21310932;0.216969557;0.21736639;-1;0.229492925;3710.201096;2536.086825;2489.122254;-1;1268.043412;36.06398834;38.47963857;37.95024533;-1;31.33349574;21.77429289;21.65947919;21.45972345;-1;17.7279416;0.600034472;0.566490863;0.568506142;-1;0.567899535;0.696696535;0.699107627;0.698716864;-1;0.67878277;0.152519861;0.149679753;0.149727976;-1;0.153033725;0.219069114;0.213348894;0.213633739;-1;0.227076627;1200;2300;2300;-1;1100;36;40;40;-1;31;22;20;20;-1;18
N1371-10;21504;23168;160;0;0.063178412;0.011660437;0.007085331;0;0.312975463;0.605100357;414.3787467;0;26.17979116;4.831837111;2.936010574;0;129.6903802;250.7407277;3436.478294;4758.609252;4190.038221;1829.939457;-1;28.20751906;51.70641596;47.53413209;32.2595649;-1;18.93409779;38.79851488;35.19988227;21.96600705;-1;0.652573857;0.743651223;0.727407645;0.6688484;-1;0.706233149;0.737199237;0.733526077;0.723403331;-1;0.145813312;0.145471283;0.145666107;0.146089776;-1;0.206946219;0.197763811;0.199233826;0.203314131;-1;3240.555387;4931.279937;4508.5988;1690.72455;-1;27.077888;48.43579141;45.06943795;31.6622817;-1;17.60522536;36.14506389;33.17532868;21.06572795;-1;0.641680151;0.733115839;0.721397964;0.65538614;-1;0.709504323;0.736847858;0.734620674;0.723101379;-1;0.146049593;0.14507485;0.145243972;0.145646085;-1;0.206570965;0.196981482;0.197786595;0.202047517;-1;1500;5400;5400;1400;-1;24;44;44;30;-1;13;34;28;18;-1
N1381-07;11264;12032;160;0.01949801;0;0.003935277;0.029027751;0;0.22845273;0.719086232;112.7249735;2.197912631;0;0.443604008;3.272152426;0;25.75232798;81.05897641;2230.817114;3960.213634;3942.411962;-1;-1;22.91451675;33.47647903;33.33035026;-1;-1;14.51554326;22.37443802;22.2898368;-1;-1;0.629620189;0.665478225;0.665495714;-1;-1;0.66734308;0.722439677;0.721441574;-1;-1;0.152329351;0.14602418;0.146190044;-1;-1;0.228830877;0.202749678;0.203276658;-1;-1;2371.710827;4085.917662;4038.953091;-1;-1;22.74886916;33.30270036;33.2190439;-1;-1;13.68808656;22.23287869;22.14959257;-1;-1;0.622873583;0.661448842;0.661590178;-1;-1;0.663441748;0.722692045;0.721745369;-1;-1;0.149327986;0.145642183;0.145911687;-1;-1;0.218014906;0.200710191;0.20125709;-1;-1;1500;4600;4600;-1;-1;21;31;31;-1;-1;12;24;24;-1;-1
N1381-12;26624;24128;160;0.012743044;0;0.059959158;0.043684934;0;0.576601333;0.307011531;534.2989312;6.808594835;0;32.03611397;23.3408135;0;308.0774761;164.0359329;3440.955132;5714.687118;5484.257751;-1;-1;27.3901664;33.80417323;33.14739623;-1;-1;16.40127897;20.99610557;20.54034615;-1;-1;0.597705874;0.620070992;0.618256803;-1;-1;0.708478098;0.725045234;0.723377181;-1;-1;0.145189747;0.147592254;0.147384968;-1;-1;0.205787717;0.204082111;0.204296714;-1;-1;3710.201096;5823.606783;5635.7485;-1;-1;27.40259286;33.6024576;33.03872;-1;-1;15.83252767;20.81789933;20.4363089;-1;-1;0.585502159;0.618499605;0.616247579;-1;-1;0.71046207;0.72611915;0.724805463;-1;-1;0.145656869;0.147130109;0.147034932;-1;-1;0.204072336;0.202809016;0.202931936;-1;-1;3900;6200;6200;-1;-1;29;33;33;-1;-1;16;20;20;-1;-1
N1383-14;24576;20608;160;0.007757453;0;0.218186835;0.026557599;0;0.340190955;0.407307159;421.2469027;3.267803237;0;91.91052829;11.18730613;0;143.304386;171.5768791;1349.530921;4798.628323;3357.167648;-1;-1;24.34020358;39.1139328;33.05216961;-1;-1;14.06212408;26.13710912;21.20393135;-1;-1;0.543977752;0.665100921;0.616467703;-1;-1;0.683080996;0.730722228;0.711345527;-1;-1;0.127809699;0.145827605;0.138801179;-1;-1;0.189417632;0.200139304;0.196189411;-1;-1;563.57485;5072.17365;3710.201096;-1;-1;24.06116571;38.30998646;32.9700668;-1;-1;13.28550667;25.5132038;21.55328387;-1;-1;0.575847891;0.659647524;0.637757809;-1;-1;0.693633961;0.732605756;0.722373223;-1;-1;0.138509129;0.145255628;0.143836499;-1;-1;0.197720318;0.198545305;0.198603358;-1;-1;140;5400;5400;-1;-1;27;35;35;-1;-1;0;25;22;-1;-1
N1388-10;23552;21952;160;0.027548462;0;0.204715508;0.00707543;0;0.321318745;0.439341855;430.0228799;11.84646907;0;88.03235221;3.042596904;0;138.1744119;188.9270498;1726.622198;5454.453741;3907.20023;-1;-1;22.9641323;53.47483489;41.43725889;-1;-1;13.10040951;36.27645784;27.1108779;-1;-1;0.542932693;0.668993526;0.618919557;-1;-1;0.677821608;0.716841758;0.701427495;-1;-1;0.128686828;0.148971184;0.141266269;-1;-1;0.191722871;0.208511375;0.202424951;-1;-1;939.2914166;5682.71307;4790.386225;-1;-1;22.05606857;52.86796181;42.84448744;-1;-1;12.7469179;35.3576951;26.90880957;-1;-1;0.589524486;0.665869806;0.642827132;-1;-1;0.688594685;0.719956935;0.71157473;-1;-1;0.139108041;0.148303797;0.146384072;-1;-1;0.198715074;0.206327197;0.204810963;-1;-1;0;6200;6200;-1;-1;21;51;21;-1;-1;0;32;0;-1;-1
N1390-13;19456;9984;160;0.006676163;0;0.251351746;0;0;0.294993386;0.446978704;161.5651941;1.078635562;0;40.6096937;0;0;47.66066372;72.21620108;694.8010017;4411.891126;2636.443075;-1;-1;22.27502518;37.34169966;30.46447195;-1;-1;11.22884643;23.68911169;18.09253902;-1;-1;0.485621667;0.632294184;0.569481199;-1;-1;0.670605686;0.722312966;0.699231509;-1;-1;0.125775399;0.149081164;0.139182143;-1;-1;0.191010435;0.207063005;0.200568041;-1;-1;422.6811375;4602.527941;2489.122254;-1;-1;21.94021851;37.519452;31.606272;-1;-1;10.87289129;23.8989263;18.66439583;-1;-1;0.509289594;0.630292321;0.598011202;-1;-1;0.678371938;0.724242558;0.709573468;-1;-1;0.132576552;0.148277059;0.144551742;-1;-1;0.193016156;0.204431224;0.202732541;-1;-1;0;4600;0;-1;-1;22;37;37;-1;-1;11;26;24;-1;-1
N1436-15;17408;15680;160;0.007123374;0;0.066104316;0;0;0.104849445;0.821922865;227.030713;1.617224735;0;15.0077101;0;0;23.80404418;186.601734;699.8845436;4771.767897;3041.959478;-1;-1;17.95723146;30.73501728;25.35813773;-1;-1;8.706734098;21.01679467;15.92849203;-1;-1;0.458712621;0.675486685;0.588655018;-1;-1;0.645615337;0.713565167;0.686579893;-1;-1;0.121818034;0.148165784;0.137506627;-1;-1;0.193184095;0.208364893;0.202089642;-1;-1;375.7165666;4931.279937;2911.803391;-1;-1;16.588672;29.75686475;24.588432;-1;-1;7.21706477;20.25134882;15.45180989;-1;-1;0.458832085;0.668272216;0.621674435;-1;-1;0.659105324;0.715988782;0.703621674;-1;-1;0.122808324;0.147408604;0.142402499;-1;-1;0.18254201;0.206463732;0.20070878;-1;-1;190;6400;190;-1;-1;16;27;16;-1;-1;11;19;19;-1;-1
N1448-14;11264;17280;160;0.007926443;0;0.020977316;0;0.032144355;0.164621239;0.774330648;161.8922491;1.283229615;0;3.396064815;0;5.203921948;26.65090261;125.3581301;3777.47467;4451.921505;4075.867956;-1;2321.938591;33.58183692;52.52730558;48.43688522;-1;33.14221115;23.80261841;40.59321423;37.18863887;-1;21.57734026;0.687322369;0.718824924;0.715218745;-1;0.637926822;0.689123503;0.709604467;0.703427483;-1;0.681234423;0.154762272;0.149141161;0.150153601;-1;0.152258687;0.226092719;0.210914623;0.214390165;-1;0.224679134;3451.895956;4743.421654;4273.775945;-1;2348.228541;31.6778944;40.82743385;38.57824376;-1;34.07336798;21.6586438;29.1796408;27.01666864;-1;21.42919883;0.677186642;0.697665671;0.697307206;-1;0.624510211;0.700192647;0.714994331;0.709712264;-1;0.681464536;0.153693209;0.148136988;0.149345081;-1;0.15165472;0.221533286;0.208609943;0.210972713;-1;0.221372911;3700;5400;5400;-1;2300;39;30;28;-1;35;20;18;18;-1;12
N1491-15;9216;10496;160;0.003092861;0;0;0.013235976;0;0.214744496;0.768926667;80.45554198;0.248837843;0;0;1.064907627;0;17.27738477;61.86441174;-1;5577.819773;5577.819773;-1;-1;-1;76.19403761;76.19403761;-1;-1;-1;59.29973487;59.29973487;-1;-1;-1;0.771123407;0.771123407;-1;-1;-1;0.7247001;0.7247001;-1;-1;-1;0.144557109;0.144557109;-1;-1;-1;0.199756036;0.199756036;-1;-1;-1;5682.71307;5682.71307;-1;-1;-1;75.14410971;75.14410971;-1;-1;-1;56.9667053;56.9667053;-1;-1;-1;0.7559367;0.7559367;-1;-1;-1;0.723166166;0.723166166;-1;-1;-1;0.144785916;0.144785916;-1;-1;-1;0.200472562;0.200472562;-1;-1;-1;6100;6100;-1;-1;-1;110;110;-1;-1;-1;45;45;-1;-1
N1509-08;23552;24448;160;0.01673092;0;0.296502198;0.00054494;0;0.302073502;0.384270781;478.9176097;8.012732249;0;142.000124;0.260981305;0;144.6683197;184.0340438;344.3374417;2268.762947;1211.960665;-1;-1;19.12179037;23.62671838;21.45889901;-1;-1;8.39686846;13.48846023;11.00091358;-1;-1;0.380622223;0.562992276;0.473912185;-1;-1;0.65316609;0.698291084;0.676566735;-1;-1;0.105797314;0.143446381;0.125854178;-1;-1;0.167031546;0.206694756;0.188517124;-1;-1;140.8937125;2160.370258;610.5394208;-1;-1;18.090432;23.50719086;21.07913612;-1;-1;6.920894556;13.21930319;10.68968125;-1;-1;0.411053545;0.558167623;0.509587391;-1;-1;0.661437828;0.700446752;0.687271761;-1;-1;0.11422205;0.144218721;0.135967394;-1;-1;0.167289989;0.205191774;0.195695556;-1;-1;0;1500;0;-1;-1;17;22;22;-1;-1;0;14;0;-1;-1
N1516-10B;23552;23616;160;0.000278975;0;0.084744265;0.003690491;0;0.366449593;0.544836676;462.6193664;0.129059221;0;39.20433828;1.70729263;0;169.5266784;252.0519979;2940.201453;4663.639671;4415.892245;-1;-1;26.20956965;42.07070346;39.41233466;-1;-1;17.25908712;29.59440026;27.90858838;-1;-1;0.639700625;0.681195362;0.68438623;-1;-1;0.682913572;0.711961908;0.707592861;-1;-1;0.149989203;0.149601019;0.149855936;-1;-1;0.220750883;0.211041193;0.212757989;-1;-1;2723.945108;4696.457083;4461.634229;-1;-1;25.56470295;39.96428488;37.77702034;-1;-1;16.25280055;26.40855826;24.9360946;-1;-1;0.642345112;0.67547548;0.67889884;-1;-1;0.688158777;0.717251233;0.712690268;-1;-1;0.151518999;0.148797362;0.14926415;-1;-1;0.218586994;0.208045321;0.209659625;-1;-1;2300;3900;3900;-1;-1;25;37;37;-1;-1;14;19;20;-1;-1
N1522-14A;12288;13248;160;0;0;0.000805878;0.006024728;0.01813574;0.259593964;0.71543969;135.4007902;0;0;0.109116495;0.81575289;2.455593576;35.1492278;96.87109941;5823.606783;5075.089176;5085.897273;-1;5142.37842;46.79230761;53.21253027;51.66912501;-1;32.60353704;38.5255081;38.41507844;37.84837881;-1;31.15141895;0.823329946;0.724976364;0.7417736;-1;0.959559364;0.725252594;0.73862163;0.737731679;-1;0.726531116;0.145561156;0.143504667;0.142871278;-1;0.13473947;0.200704082;0.194621545;0.193983648;-1;0.185718946;5823.606783;5166.102791;5166.102791;-1;5119.13822;46.79230761;52.41361983;51.54366494;-1;31.17605959;38.5255081;37.99036892;37.63529193;-1;30.81110526;0.823329946;0.717822433;0.726154316;-1;0.940480598;0.725252594;0.737860114;0.737097715;-1;0.725397247;0.145561156;0.142984559;0.142249328;-1;0.133997796;0.200704082;0.193927901;0.193360391;-1;0.185561391;5800;5400;5400;-1;5100;47;51;51;-1;26;39;36;36;-1;31
