FileName;Image width [pix];Image height [pix];Block size N;Relative share hemorrhage;Relative share scar;Relative share necrosis;Relative share squeezed tissue;Relative share preexisting brain parenchyme;Relative share tumor;Relative share background;Area total [mm²];Area hemorrhage [mm²];Area scar [mm²];Area necrosis [mm²];Area squeezed tissue [mm²];Area preexisting brain parenchyme [mm²];Area tumor [mm²];Area background [mm²];Mean Nuclei # Necrosis;Mean Nuclei # Tumor;Mean Nuclei # Whole;Mean Nuclei # Scars;Mean Nuclei # Preexisting;Mean AVG Area Necrosis;Mean AVG Area Tumor;Mean AVG Area Whole;Mean AVG Area Scars;Mean AVG Area Preexisting;Mean STD Area Necrosis;Mean STD Area Tumor;Mean STD Area Whole;Mean STD Area Scars;Mean STD Area Preexisting;Mean COV Area Necrosis;Mean COV Area Tumor;Mean COV Area Whole;Mean COV Area Scars;Mean COV Area Preexisting;Mean AVG Eccentricity Necrosis;Mean AVG Eccentricity Tumor;Mean AVG Eccentricity Whole;Mean AVG Eccentricity Scars;Mean AVG Eccentricity Preexisting;Mean STD Eccentricity Necrosis;Mean STD Eccentricity Tumor;Mean STD Eccentricity Whole;Mean STD Eccentricity Scars;Mean STD Eccentricity Preexisting;Mean COV Eccentricity Necrosis;Mean COV Eccentricity Tumor;Mean COV Eccentricity Whole;Mean COV Eccentricity Scars;Mean COV Eccentricity Preexisting;Median Nuclei # Necrosis;Median Nuclei # Tumor;Median Nuclei # Whole;Median Nuclei # Scars;Median Nuclei # Preexisting;Median AVG Area Necrosis;Median AVG Area Tumor;Median AVG Area Whole;Median AVG Area Scars;Median AVG Area Preexisting;Median STD Area Necrosis;Median STD Area Tumor;Median STD Area Whole;Median STD Area Scars;Median STD Area Preexisting;Median COV Area Necrosis;Median COV Area Tumor;Median COV Area Whole;Median COV Area Scars;Median COV Area Preexisting;Median AVG Eccentricity Necrosis;Median AVG Eccentricity Tumor;Median AVG Eccentricity Whole;Median AVG Eccentricity Scars;Median AVG Eccentricity Preexisting;Median STD Eccentricity Necrosis;Median STD Eccentricity Tumor;Median STD Eccentricity Whole;Median STD Eccentricity Scars;Median STD Eccentricity Preexisting;Median COV Eccentricity Necrosis;Median COV Eccentricity Tumor;Median COV Eccentricity Whole;Median COV Eccentricity Scars;Median COV Eccentricity Preexisting;Mode Nuclei # Necrosis;Mode Nuclei # Tumor;Mode Nuclei # Whole;Mode Nuclei # Scars;Mode Nuclei # Preexisting;Mode AVG Area Necrosis;Mode AVG Area Tumor;Mode AVG Area Whole;Mode AVG Area Scars;Mode AVG Area Preexisting;Mode STD Area Necrosis;Mode STD Area Tumor;Mode STD Area Whole;Mode STD Area Scars;Mode STD Area Preexisting
Graz4.1-2010 HE - 2016-07-19 12.42.16;13312;10880;160;0;0;0;0;0.133877916;0.241200049;0.624922035;120.4652763;0;0;0;0;16.12764009;29.05623057;75.28140562;-1;1111.942125;964.3048757;-1;758.9582147;-1;17.42603153;21.5143079;-1;27.4925515;-1;7.328560836;10.05737854;-1;13.97769856;-1;0.416400226;0.45525025;-1;0.508150532;-1;0.667030574;0.666644369;-1;0.665229835;-1;0.135744597;0.140354076;-1;0.146630439;-1;0.205185392;0.2126421;-1;0.223116741;-1;1080.185129;892.3268458;-1;751.4331333;-1;17.466624;19.961856;-1;27.41138922;-1;7.013016001;8.944883493;-1;13.41837562;-1;0.4099942;0.44048015;-1;0.494382431;-1;0.668288719;0.667788766;-1;0.667206401;-1;0.132625873;0.13742538;-1;0.143467213;-1;0.198530817;0.204620653;-1;0.21417377;-1;1200;1200;-1;660;-1;18;18;-1;27;-1;11;11;-1;13
Graz4.5-2010 HE - 2016-07-19 12.44.59;32768;26432;160;0.00057974;0.048885959;0.017155274;0;0;0.272872352;0.660506675;720.3932539;0.417641119;35.21711474;12.35854391;0;0;196.5754017;475.8245525;1115.503244;2005.580345;1809.236193;1083.026402;-1;22.35304224;30.23935764;28.8980841;24.0960499;-1;12.0216694;15.25195596;15.00745517;14.87180678;-1;0.528612482;0.50297197;0.519219763;0.606514836;-1;0.676629222;0.68362416;0.69037887;0.734068457;-1;0.137521939;0.153159465;0.150170606;0.138406418;-1;0.206203297;0.225705464;0.21951641;0.190184596;-1;798.3977041;1972.511975;1831.618262;892.3268458;-1;21.77747034;30.41781624;29.39351909;23.887104;-1;11.59785488;15.1548896;14.94323892;14.64083985;-1;0.532584254;0.495875495;0.506907933;0.61179336;-1;0.679143613;0.685822605;0.690812163;0.736319642;-1;0.137650909;0.152368391;0.150025941;0.138904884;-1;0.202330539;0.222152461;0.21731267;0.187900222;-1;94;2300;2300;0;-1;24;31;31;24;-1;11;15;15;15;-1
Graz5.1-2009 HE - 2016-07-19 12.55.37;9216;7296;160;0;0;0;0.022185714;0.037171288;0.31019387;0.630449128;55.92641333;0;0;0;1.24076742;2.078856795;17.34803061;35.2587585;-1;1018.078975;924.3507068;-1;212.4860461;-1;14.14745549;14.0170699;-1;12.92414048;-1;6.107631349;5.881592982;-1;3.944691011;-1;0.424625285;0.410921411;-1;0.29786426;-1;0.666300874;0.663841057;-1;0.634036859;-1;0.124144289;0.122040504;-1;0.101257731;-1;0.187764261;0.185677552;-1;0.166154577;-1;1033.220558;939.2914166;-1;140.8937125;-1;14.26779819;14.139648;-1;12.47616;-1;6.042170396;5.912373072;-1;4.01770522;-1;0.418721787;0.413179107;-1;0.322030594;-1;0.666787035;0.665828196;-1;0.647665728;-1;0.123330552;0.122244319;-1;0.09996428;-1;0.183511174;0.182978042;-1;0.162926074;-1;1500;1500;-1;140;-1;15;15;-1;12;-1;5.2;5.2;-1;0
Graz5.4-2009 HE - 2016-07-19 12.57.30;30720;21184;160;0.005737451;0;0.042888078;0;0;0.392661935;0.558712537;541.2761056;3.105544954;0;23.21429193;0;0;212.5385228;302.4177459;1477.249228;3752.906927;3552.059735;-1;-1;19.06257587;28.21106557;27.34850226;-1;-1;9.759001029;17.24062741;16.56136648;-1;-1;0.491138743;0.6075039;0.597894768;-1;-1;0.684814889;0.724855709;0.721040775;-1;-1;0.130491079;0.145867999;0.144629902;-1;-1;0.192337885;0.202063985;0.201453097;-1;-1;845.3622749;3804.130237;3710.201096;-1;-1;18.760448;27.91803345;27.38884066;-1;-1;9.275753171;16.94667617;16.4923241;-1;-1;0.491853637;0.605635603;0.601653636;-1;-1;0.690033104;0.726295373;0.723866865;-1;-1;0.136039311;0.145016755;0.144609198;-1;-1;0.19689308;0.199359441;0.199392634;-1;-1;470;3900;3900;-1;-1;20;28;28;-1;-1;11;16;16;-1;-1
Graz9.2-2011 HE - 2016-07-19 13.06.23;22528;26048;160;0.00156263;0;0.000670351;0.030157342;0;0.200100599;0.767509079;488.075151;0.762680969;0;0.327181474;14.71904919;0;97.66412988;374.6021095;839.4917036;3335.63845;3324.417619;-1;-1;20.4780936;35.70814099;35.63398864;-1;-1;12.2548133;20.82949571;20.78910162;-1;-1;0.59374117;0.579504404;0.579615091;-1;-1;0.677987957;0.71504291;0.714851483;-1;-1;0.139368496;0.150672033;0.150615015;-1;-1;0.212335065;0.212442941;0.21243102;-1;-1;962.773702;3522.342812;3522.342812;-1;-1;21.56705891;36.29681092;36.24572477;-1;-1;12.26031424;20.88055679;20.85701829;-1;-1;0.564771562;0.574901237;0.574920207;-1;-1;0.668758922;0.716857427;0.71670186;-1;-1;0.128247004;0.150210848;0.150184185;-1;-1;0.188722757;0.210078132;0.210024206;-1;-1;1100;3900;3900;-1;-1;22;41;41;-1;-1;13;21;21;-1;-1
Graz9.4-2012 HE - 2016-07-19 13.14.11;14336;13120;160;0;0.141848138;0.009436891;0;0;0.192964417;0.655750554;156.4413316;0;22.19091162;1.476319816;0;0;30.18761034;102.5864899;2850.749449;2395.58645;2896.516884;3488.269537;-1;24.47648377;35.11839163;35.53983354;36.94251645;-1;17.3072094;21.76223383;23.91562156;27.02320725;-1;0.700878704;0.624827777;0.673472447;0.72964513;-1;0.739187838;0.729856169;0.74624383;0.767017976;-1;0.135968164;0.14652204;0.143786361;0.140676879;-1;0.184240362;0.201774919;0.193657077;0.183917318;-1;2841.356535;2254.2994;2630.015966;3428.413671;-1;22.8232864;34.62509929;34.95315178;36.1161728;-1;16.82502756;21.13461768;23.01421533;26.12085785;-1;0.706783496;0.614786927;0.672833556;0.727901253;-1;0.741682535;0.731607097;0.749457737;0.765603263;-1;0.137224825;0.145766862;0.142377127;0.140041544;-1;0.182724314;0.198741261;0.190375219;0.1826443;-1;1900;2300;2300;3100;-1;22;34;34;38;-1;13;21;21;23;-1
Graz9.8-2014 HE - 2016-07-19 13.17.15;36864;26112;160;0.022978377;0.045104993;0.008749126;0;0;0.480826021;0.442341483;800.6307592;18.39719582;36.11244474;7.004819048;0;0;384.9641018;354.1521978;3450.405017;2634.963218;2592.865487;1854.997877;-1;31.36933525;39.18158289;38.3919933;31.56051987;-1;20.94920548;25.48377204;25.13688125;22.11537631;-1;0.665292065;0.64828196;0.65345226;0.697982705;-1;0.702129181;0.706666063;0.711211589;0.756804519;-1;0.151574343;0.152930706;0.151970972;0.14271558;-1;0.21679131;0.218218423;0.215594309;0.190195017;-1;3381.4491;2583.051396;2536.086825;1596.795408;-1;30.89821608;39.19177728;38.3487074;31.1904;-1;20.42729333;24.90764214;24.4954142;21.23403482;-1;0.652880828;0.640386715;0.644096929;0.683988431;-1;0.701463512;0.709981203;0.712778039;0.754043468;-1;0.149178851;0.150971156;0.150305853;0.143148486;-1;0.213024945;0.212892826;0.210990183;0.190533812;-1;3100;1500;1500;1500;-1;27;40;40;32;-1;21;24;22;20;-1
Graz10.1-2009 HE - 2016-07-19 13.32.01;12288;14400;160;0;0.005010591;0;0;0;0.280008681;0.714980729;147.1747719;0;0.737432548;0;0;0;41.2102137;105.2271257;-1;3331.419821;3299.409042;1756.474949;-1;-1;23.65627865;23.60130294;20.58615425;-1;-1;13.02012222;12.98139459;10.3082168;-1;-1;0.544159533;0.543514981;0.496002672;-1;-1;0.708921041;0.708549074;0.702098018;-1;-1;0.144581596;0.144677653;0.146981319;-1;-1;0.204488143;0.204753856;0.21133782;-1;-1;3334.484529;3287.519958;1502.866267;-1;-1;24.13513025;24.03920974;20.50176;-1;-1;13.09728492;13.02859122;9.430644748;-1;-1;0.543589461;0.542923301;0.482006539;-1;-1;0.711640037;0.711469805;0.713068352;-1;-1;0.144901435;0.145102766;0.152204857;-1;-1;0.203289499;0.203513355;0.214741365;-1;-1;3100;3100;1300;-1;-1;24;24;21;-1;-1;14;14;13;-1
Graz10.3-2009 HE - 2016-07-19 13.35.30;11264;11520;160;0;0;0.057153135;0;0;0.284471963;0.658374902;107.9281661;0;0;6.168433084;0;0;30.70253723;71.05719576;281.5739497;1499.67594;1343.515777;-1;-1;14.63400353;20.43991426;19.81128799;-1;-1;4.801054395;10.24667321;9.710411134;-1;-1;0.295472481;0.496524046;0.478167479;-1;-1;0.694057513;0.706232757;0.705115784;-1;-1;0.080525788;0.135286186;0.130492556;-1;-1;0.118767146;0.192832688;0.186320075;-1;-1;46.96457083;1455.901696;1315.007983;-1;-1;14.32448;20.59073561;20.07034435;-1;-1;4.297791151;10.18928886;9.917036828;-1;-1;0.307437731;0.49209921;0.488663846;-1;-1;0.695167189;0.708083888;0.707111557;-1;-1;0.087902759;0.135172764;0.133712868;-1;-1;0.118022768;0.190034779;0.188482486;-1;-1;0;1500;1500;-1;-1;7.5;21;21;-1;-1;0;11;11;-1;-1
Graz11.2-2010 HE - 2016-07-19 13.38.20;44032;27392;160;0.009055142;0;0.11007808;0;0;0.312979225;0.567887553;1003.186853;9.083999391;0;110.4288826;0;0;313.9766437;569.6973271;1826.714863;4430.762719;3716.625003;-1;-1;21.97588887;37.61595161;33.36853833;-1;-1;13.41264163;20.95281703;18.92240002;-1;-1;0.601673447;0.553066225;0.566830434;-1;-1;0.680919594;0.707382032;0.700372193;-1;-1;0.136868141;0.151480337;0.147614574;-1;-1;0.203010602;0.215323646;0.212067684;-1;-1;1502.866267;4555.56337;4085.917662;-1;-1;21.625344;37.46966302;34.98749217;-1;-1;13.43351338;20.57675171;19.1087316;-1;-1;0.608715671;0.547664484;0.558714459;-1;-1;0.68641621;0.708846118;0.703403835;-1;-1;0.140572165;0.151341598;0.149548187;-1;-1;0.203181085;0.214086906;0.212174385;-1;-1;1500;4600;4600;-1;-1;21;37;37;-1;-1;15;21;20;-1;-1
Graz11.3-2011 HE - 2016-07-19 13.54.31;8192;10176;160;0;0.016631276;0.0066878;0;0;0.289159235;0.687521689;69.33567033;0;1.153140694;0.463703102;0;0;20.04904939;47.66977714;631.886953;1711.030487;1606.105565;257.1869355;-1;33.74640932;26.40767885;26.66270208;27.76870985;-1;20.53982132;13.34521032;13.49081972;11.45036258;-1;0.609630865;0.500175027;0.501106515;0.428540805;-1;0.770574669;0.68087189;0.68360529;0.690295489;-1;0.119411375;0.149993686;0.147122084;0.083552028;-1;0.15497332;0.222101656;0.216920472;0.117689403;-1;516.6102791;1690.72455;1643.759979;93.92914166;-1;31.5230976;26.17639608;26.26946259;26.51184;-1;21.55458331;12.55037285;12.68311198;10.76969458;-1;0.589229955;0.483924351;0.487492839;0.435004997;-1;0.755018543;0.678210981;0.682041791;0.71471265;-1;0.111165114;0.149693215;0.148808272;0.093530752;-1;0.140722441;0.21973045;0.217662346;0.125646751;-1;190;1500;1500;47;-1;24;26;25;17;-1;24;12;12;0;-1
Graz11.8-2012 HE - 2016-07-19 13.56.29;32768;25408;160;0.05010506;0.033950618;0.009123387;0.10189273;0;0.199041293;0.605886912;692.4845565;34.6969803;23.51027885;6.317804326;70.55914163;0;137.8330217;419.5673296;2325.677272;4114.445237;3693.126934;2084.409343;-1;22.90311983;34.77896071;32.5622665;25.01251879;-1;13.09421535;22.48715129;20.96635048;16.01092203;-1;0.563480384;0.645356133;0.640629206;0.634762983;-1;0.690777154;0.724256494;0.72261476;0.722888537;-1;0.136644712;0.146817533;0.145390496;0.140313806;-1;0.19926555;0.203420675;0.201961374;0.194965458;-1;2348.228541;4367.705087;3991.988521;2066.441116;-1;22.94357977;34.89010198;32.42845572;25.08228;-1;13.09058813;22.16814229;20.77398132;15.3498907;-1;0.568673995;0.636620307;0.6324249;0.615494583;-1;0.690214984;0.725995144;0.724556384;0.724997451;-1;0.140509347;0.146977071;0.14596641;0.139471817;-1;0.203038931;0.202118706;0.200977751;0.193174601;-1;2100;4600;4600;1500;-1;19;37;37;25;-1;13;21;21;16;-1
Graz12.2-2011 HE - 2016-07-19 14.07.16;29696;24960;160;0.000326832;0;0.245874053;0.001712214;0;0.183376648;0.568710253;616.4987668;0.201491647;0;151.5810505;1.055577955;0;113.0514771;350.6091696;2279.225744;2250.065745;2232.996658;-1;-1;21.58203568;32.76364919;25.87851181;-1;-1;14.00132851;18.60346035;15.79850261;-1;-1;0.63613313;0.565507827;0.609879719;-1;-1;0.696754785;0.706593697;0.700344956;-1;-1;0.135460854;0.148979769;0.14070554;-1;-1;0.196122359;0.212156177;0.202446811;-1;-1;1737.689121;2301.263971;2019.476546;-1;-1;20.30456533;32.73122816;25.75960094;-1;-1;13.01736675;18.04157937;15.30459775;-1;-1;0.635999623;0.552794365;0.60177682;-1;-1;0.701728887;0.707326821;0.703658231;-1;-1;0.134557565;0.148075994;0.139907331;-1;-1;0.190761378;0.209448369;0.197877132;-1;-1;1500;2300;1500;-1;-1;18;32;18;-1;-1;11;17;14;-1;-1
Graz12.3-2011 HE - 2016-07-19 14.17.12;32768;24960;160;0.000890482;0.297693421;0;0;0.003025881;0.067402341;0.630987874;680.2745013;0.605772463;202.5132437;0;0;2.058429994;45.85209379;429.2449614;-1;3434.807908;1403.462003;1097.382164;3324.597251;-1;41.96414416;32.17904383;31.01679487;31.8539485;-1;35.62960446;22.8607308;21.1185474;26.15411223;-1;0.781968161;0.689592455;0.673206644;0.825391735;-1;0.742342389;0.766942745;0.771204581;0.744926054;-1;0.143031865;0.133468265;0.131870972;0.134077511;-1;0.193465794;0.176721272;0.173937233;0.180362188;-1;3240.555387;939.2914166;751.4331333;3005.732533;-1;34.677888;30.0952704;29.665536;30.52064251;-1;25.80791007;20.6458844;19.83004566;25.97576586;-1;0.750053998;0.691753957;0.676512706;0.818470381;-1;0.742715382;0.761742479;0.766823199;0.744244288;-1;0.14206513;0.135701421;0.134042962;0.131891362;-1;0.190944918;0.178483198;0.17501965;0.17600962;-1;3100;1500;230;2300;-1;30;26;28;31;-1;23;19;19;26
N1453-06B HE - 2016-07-19 17.08.11;25600;21824;160;0.022995802;0;0.008269573;0;0.032133911;0.432956715;0.503643999;464.690715;10.68593584;0;3.842793686;0;14.93232997;201.1909654;234.0386902;4515.824118;5406.023416;5167.841492;-1;2323.993389;31.06333943;47.50014808;46.57543993;-1;39.17596286;22.88978234;33.48173208;32.78635179;-1;26.71673178;0.700627091;0.698976672;0.697946577;-1;0.680962617;0.704066985;0.723869419;0.721966223;-1;0.701519175;0.149120248;0.146225453;0.146813093;-1;0.153392485;0.21264121;0.202521294;0.20394734;-1;0.219691781;4532.081085;5894.053639;5729.677641;-1;2254.2994;30.01933059;45.30355242;44.3232;-1;39.438528;20.02772622;31.70469544;30.96027663;-1;26.65879338;0.662179209;0.691081575;0.690184114;-1;0.676302413;0.705847445;0.7256532;0.724347246;-1;0.702247417;0.149488206;0.145529974;0.145909059;-1;0.152162261;0.210373624;0.200645718;0.201548607;-1;0.217376234;4100;6200;6200;-1;2300;26;40;40;-1;42;19;27;27;-1;28
N1-08 HE - 2016-01-08 19.35.20;23552;25088;160;0.015116212;0.007384167;0.050718632;0;0;0.271868261;0.654912727;491.4547199;7.428933631;3.62898391;24.9259113;0;0;133.6109403;321.8599507;2559.488783;4302.020565;3976.106679;2108.187402;-1;25.17435935;49.53678899;45.10088106;32.75363573;-1;15.42672569;34.21614754;30.8533278;21.53779009;-1;0.590809151;0.685621187;0.67168515;0.654762956;-1;0.676868756;0.727863051;0.719871152;0.740033127;-1;0.146215692;0.148171206;0.148249972;0.149964425;-1;0.218639787;0.204220039;0.206980637;0.203829077;-1;2348.228541;4367.705087;4085.917662;1925.547404;-1;24.09713224;48.35759616;43.874496;32.25824096;-1;14.76692996;32.96735378;29.77497452;20.82686973;-1;0.620706193;0.676672225;0.669701516;0.638914338;-1;0.683281672;0.728543067;0.724079376;0.739672574;-1;0.150068828;0.147631305;0.148122504;0.150182473;-1;0.218700185;0.202674267;0.204861894;0.20220779;-1;2300;4600;4600;1500;-1;25;50;38;32;-1;13;29;31;17;-1
N41-05A HE - 2016-07-19 16.44.09;23552;22656;160;0.010899249;0;0.002829315;0;0.07850283;0.433024437;0.474744168;443.8137011;4.837235962;0;1.255688907;0;34.84063164;192.1821781;210.6979665;2409.643749;6537.667859;5863.581836;-1;2716.905116;30.38620568;37.78717262;36.8568969;-1;32.86111078;20.0985039;25.22039634;24.12003633;-1;19.11911099;0.629713881;0.647321559;0.634706082;-1;0.574361003;0.708511233;0.686272321;0.68120729;-1;0.655348984;0.154230421;0.164420338;0.164520445;-1;0.165732567;0.218181422;0.240784994;0.243065555;-1;0.255701206;2395.193112;6950.756483;6363.699347;-1;2536.086825;29.960112;37.50178781;36.2833896;-1;32.92172528;16.67999866;23.81550233;22.48188959;-1;18.87909985;0.59599548;0.623726785;0.615236373;-1;0.567789236;0.708543767;0.691601811;0.687699288;-1;0.653587945;0.152220555;0.164351326;0.164522537;-1;0.166747682;0.215096518;0.238946828;0.240721487;-1;0.257901934;1300;7700;7700;-1;2300;30;38;38;-1;30;14;26;19;-1;19
N54-13 HE - 2016-04-14 11.51.33;18432;21440;160;0.000261571;0;0.002283785;0;0.058855758;0.284666924;0.653931962;328.6903239;0.085975714;0;0.750658109;0;19.34531827;93.56726336;214.9411085;1665.435935;2933.358672;2638.489515;-1;1416.575581;22.25774126;29.68969189;29.43924121;-1;28.78883683;10.70520492;16.39465267;16.26985538;-1;15.99740853;0.475068435;0.551174766;0.55115789;-1;0.55286001;0.610394963;0.647751154;0.650434091;-1;0.663391771;0.180805139;0.168944478;0.167353807;-1;0.160817691;0.297946183;0.262322767;0.258961738;-1;0.244131725;1737.689121;3052.697104;2817.87425;-1;1408.937125;22.16353129;30.01661002;29.734848;-1;28.695168;9.469968271;16.21403321;16.06065759;-1;15.63790374;0.459199821;0.544486153;0.544507313;-1;0.547225874;0.614290643;0.644912432;0.647630164;-1;0.66450618;0.166575304;0.169572387;0.168045396;-1;0.15983257;0.268059264;0.263648229;0.260006045;-1;0.240619492;1600;3100;3100;-1;1500;19;30;31;-1;27;9;17;16;-1;16
N115-14 HE - 2015-10-20 20.15.57;16384;15680;160;0.019755227;0;0.036933459;0;0.066384191;0.20460309;0.672324033;213.6759652;4.221217244;0;7.891792513;0;14.18470607;43.71876275;143.6594866;584.6336967;3100.043501;2233.030609;-1;1077.735538;21.92328086;31.76295512;30.79744075;-1;33.71079246;12.89484329;18.90128708;18.35099744;-1;20.34783415;0.557702837;0.590484262;0.582844914;-1;0.579533512;0.682962651;0.697278638;0.683650088;-1;0.652291252;0.121489337;0.152255413;0.149714322;-1;0.158685809;0.183453969;0.219874174;0.221547096;-1;0.245702869;375.7165666;3240.555387;1878.582833;-1;1033.220558;19.99156114;31.76297739;31.051776;-1;33.0826176;11.20834611;18.57990435;17.89191145;-1;18.5974923;0.553686386;0.583523602;0.577328955;-1;0.564406724;0.690044855;0.696731623;0.687379377;-1;0.652613567;0.125369676;0.15273908;0.151432448;-1;0.157846669;0.176415249;0.219340927;0.219805584;-1;0.242765305;140;3900;1500;-1;1200;19;31;31;-1;33;13;18;18;-1;11
N127-05A HE - 2016-01-08 16.59.30;16384;17728;160;0.006459849;0;0.010204993;0.115515478;0.035073738;0.412762108;0.419986756;241.5846626;1.560600435;0;2.465369895;27.90676784;8.473277219;99.71699468;101.4623587;1930.42684;3182.395121;3000.49853;-1;1455.746697;26.41134053;33.91968392;33.30673077;-1;28.57487878;18.33480052;20.46936028;19.97074987;-1;13.92722903;0.66577037;0.595061851;0.590047198;-1;0.481454756;0.678271619;0.664667402;0.661199301;-1;0.606144099;0.154240071;0.161068621;0.160994492;-1;0.163589727;0.2321155;0.243951163;0.245408101;-1;0.272241127;1737.689121;3099.661675;2958.767962;-1;1361.972554;24.21842824;33.25406672;32.690132;-1;28.23552;16.11080145;19.33628673;18.89931184;-1;13.16681989;0.661239506;0.580551514;0.576129537;-1;0.468402486;0.680319923;0.664465962;0.662329886;-1;0.60287338;0.152785836;0.160690624;0.160567141;-1;0.163829965;0.226933441;0.241594307;0.242131997;-1;0.267577101;1100;3100;3100;-1;1500;22;33;32;-1;26;12;19;18;-1;13
N139-03C HE - 2016-01-08 14.44.17;22528;27392;160;0.003425713;0;0.288917866;0;0;0.242800556;0.464855865;513.2583898;1.758276041;0;148.2895185;0;0;124.6194225;238.5911727;2179.103076;3895.727251;2899.464238;-1;-1;21.23768816;32.89812095;26.2991278;-1;-1;13.49077186;23.55500748;17.89421875;-1;-1;0.607297785;0.708623519;0.652682886;-1;-1;0.687959626;0.710702612;0.697540413;-1;-1;0.139498068;0.151685653;0.144952264;-1;-1;0.204247648;0.214253876;0.208918318;-1;-1;1784.653692;3945.02395;2864.838821;-1;-1;20.24900571;32.69602784;25.12440497;-1;-1;12.46392573;22.82208201;17.08089339;-1;-1;0.615640275;0.689157238;0.6535821;-1;-1;0.694370262;0.711211846;0.702942948;-1;-1;0.140800948;0.151146654;0.146332223;-1;-1;0.200961837;0.212821395;0.207147388;-1;-1;1500;4600;3100;-1;-1;19;35;19;-1;-1;11;22;18;-1;-1
N158-07 HE - 2016-01-08 18.26.02;19456;17984;160;0.000300803;0.054067023;8.28E-05;0;0;0.140964957;0.80458437;291.0244842;0.087541056;15.73482736;0.024110595;0;0;41.02425404;234.1537511;-1;3072.629945;2944.010232;2727.399466;-1;-1;31.18145658;32.49529948;34.96388223;-1;-1;20.75443271;23.38844249;28.39229815;-1;-1;0.649467495;0.676864183;0.729717838;-1;-1;0.688435855;0.703448931;0.729174189;-1;-1;0.156675373;0.154147375;0.150655903;-1;-1;0.229394141;0.221219164;0.208389388;-1;-1;3052.697104;2958.767962;2723.945108;-1;-1;30.67947154;31.2319872;32.23192832;-1;-1;19.50174845;20.19995752;21.58517409;-1;-1;0.631914454;0.649148213;0.672727123;-1;-1;0.691470754;0.708212548;0.731293815;-1;-1;0.155629212;0.153050875;0.148510197;-1;-1;0.224811396;0.217207871;0.202642452;-1;-1;3100;3100;3100;-1;-1;32;32;32;-1;-1;18;18;19;-1
N173-14_rk KF2 Kinfix - 2016-07-19 12.29.59;9216;11456;160;0;0;0.012455785;0;0.042784716;0.284424917;0.660334582;87.81428058;0;0;1.09379576;0;3.757109083;24.9765695;57.98680624;1133.020271;2870.100011;2528.469914;-1;870.7231432;23.26065472;29.57343682;29.64458831;-1;31.84979252;9.771822059;15.12974201;15.10142113;-1;16.10981022;0.428090154;0.508468542;0.505169317;-1;0.493802899;0.586000651;0.653133623;0.649006497;-1;0.638278202;0.16776574;0.160662187;0.160267203;-1;0.159461517;0.283085574;0.247283744;0.248448439;-1;0.252055652;939.2914166;2958.767962;2630.015966;-1;845.3622749;23.05749195;29.64978327;29.69704145;-1;31.7818624;9.580130322;14.84183512;14.69656363;-1;15.0624736;0.446986103;0.502439131;0.500123124;-1;0.47943473;0.577716095;0.653759176;0.6508411;-1;0.636637968;0.175312656;0.160545242;0.159939139;-1;0.154825281;0.282546853;0.244043717;0.244337853;-1;0.242367044;94;3100;3100;-1;750;25;31;31;-1;28;11;13;13;-1;12
N174-14 HE - 2016-01-08 20.27.37;13312;11072;160;0.003252395;0;0.000636642;0;0;0.161748931;0.834362032;122.5911341;0.398714785;0;0.078046698;0;0;19.8289849;102.2853877;3616.271954;4503.99443;4499.846015;-1;-1;21.53478068;28.98732373;28.93528681;-1;-1;11.31565763;16.63463041;16.59548463;-1;-1;0.525651698;0.571360892;0.570948232;-1;-1;0.626341891;0.665711434;0.665497007;-1;-1;0.154247786;0.164669314;0.164611233;-1;-1;0.246367682;0.248181044;0.248168582;-1;-1;3616.271954;4555.56337;4555.56337;-1;-1;21.53478068;28.84086783;28.78121048;-1;-1;11.31565763;16.39316091;16.37504633;-1;-1;0.525651698;0.568307957;0.566877951;-1;-1;0.626341891;0.666919923;0.666697768;-1;-1;0.154247786;0.164894315;0.164808774;-1;-1;0.246367682;0.247554358;0.247631701;-1;-1;2300;3000;3000;-1;-1;21;30;30;-1;-1;11;15;15;-1;-1
N194-05A HE - 2016-04-14 11.22.12;28672;16512;160;0.00209376;0;0;0;0;0.718946307;0.278959933;393.7742786;0.824468735;0;0;0;0;283.1025634;109.8472465;-1;2287.131486;2287.131486;-1;-1;-1;31.86594811;31.86594811;-1;-1;-1;16.00863235;16.00863235;-1;-1;-1;0.499162502;0.499162502;-1;-1;-1;0.613581024;0.613581024;-1;-1;-1;0.164461211;0.164461211;-1;-1;-1;0.270006137;0.270006137;-1;-1;-1;2113.405687;2113.405687;-1;-1;-1;31.675584;31.675584;-1;-1;-1;15.43760111;15.43760111;-1;-1;-1;0.491420896;0.491420896;-1;-1;-1;0.612882031;0.612882031;-1;-1;-1;0.164879894;0.164879894;-1;-1;-1;0.268204656;0.268204656;-1;-1;-1;1500;1500;-1;-1;-1;31;31;-1;-1;-1;15;15;-1;-1
